Przypadek;Rozmiar;Wype³nienie;Funkcja;Strategia;CzasInsert[ms];AvgInsertProbes;CzasRemove[ms];AvgRemoveProbes;;;;;;;;;
Œredni;50000;90;Multiplicative;TwoChoice;2.396;0.158;2.420;1.165;;;;;;;;;
Œredni;50000;90;XOR+Shift;Linear;0.851;1.000;0.846;1.000;;;;;;;;;
Œredni;50000;90;XOR+Shift;Quadratic;0.723;1.000;0.806;1.000;;;;;;;;;
Œredni;50000;90;XOR+Shift;RobinHood;1.382;1.000;0.965;1.000;;;;;;;;;
Œredni;50000;90;XOR+Shift;SeparateChain;4.274;0.000;2.828;1.000;;;;;;;;;
Œredni;50000;90;XOR+Shift;TwoChoice;1.212;0.000;1.527;1.000;;;;;;;;;
Œredni;50000;90;Universal;Linear;1.143;1.000;1.249;1.000;;;;;;;;;
Œredni;50000;90;Universal;Quadratic;1.458;1.000;1.318;1.000;;;;;;;;;
Œredni;50000;90;Universal;RobinHood;1.733;1.000;1.295;1.000;;;;;;;;;
Œredni;50000;90;Universal;SeparateChain;5.373;0.000;3.898;1.000;;;;;;;;;
Œredni;50000;90;Universal;TwoChoice;1.120;0.000;1.371;1.000;;;;;;;;;
Œredni;50000;99;Modular;Linear;1.782;1.000;0.997;1.000;;;;;;;;;
Œredni;50000;99;Modular;Quadratic;1.662;1.000;0.906;1.000;;;;;;;;;
Œredni;50000;99;Modular;RobinHood;0.804;1.000;0.781;1.000;;;;;;;;;
Œredni;50000;99;Modular;SeparateChain;5.774;0.000;3.841;1.000;;;;;;;;;
Œredni;50000;99;Modular;TwoChoice;0.983;0.000;0.935;1.000;;;;;;;;;
Œredni;50000;99;Multiplicative;Linear;1.184;1.533;1.122;1.533;;;;;;;;;
Œredni;50000;99;Multiplicative;Quadratic;1.497;2.359;1.844;2.359;;;;;;;;;
Œredni;50000;99;Multiplicative;RobinHood;2.344;1.533;1.247;1.533;;;;;;;;;
Œredni;50000;99;Multiplicative;SeparateChain;6.827;0.125;6.059;1.125;;;;;;;;;
Œredni;50000;99;Multiplicative;TwoChoice;48.771;197.487;2.740;1.274;;;;;;;;;
Œredni;50000;99;XOR+Shift;Linear;1.094;1.000;1.302;1.000;;;;;;;;;
Œredni;50000;99;XOR+Shift;Quadratic;1.170;1.000;0.862;1.000;;;;;;;;;
Œredni;50000;99;XOR+Shift;RobinHood;0.607;1.000;0.540;1.000;;;;;;;;;
Œredni;50000;99;XOR+Shift;SeparateChain;2.776;0.000;1.983;1.000;;;;;;;;;
Œredni;50000;99;XOR+Shift;TwoChoice;0.733;0.000;0.768;1.000;;;;;;;;;
Œredni;50000;99;Universal;Linear;1.257;3.699;1.152;3.699;;;;;;;;;
Œredni;50000;99;Universal;Quadratic;1.080;1.859;0.953;1.859;;;;;;;;;
Œredni;50000;99;Universal;RobinHood;3.477;3.699;2.249;3.699;;;;;;;;;
Œredni;50000;99;Universal;SeparateChain;5.083;0.016;3.610;1.016;;;;;;;;;
Œredni;50000;99;Universal;TwoChoice;1.437;3.221;1.042;1.060;;;;;;;;;
Œredni;60000;25;Modular;Linear;0.305;1.000;0.162;1.000;;;;;;;;;
Œredni;60000;25;Modular;Quadratic;0.314;1.000;0.172;1.000;;;;;;;;;
Œredni;60000;25;Modular;RobinHood;0.178;1.000;0.162;1.000;;;;;;;;;
Œredni;60000;25;Modular;SeparateChain;0.851;0.000;0.466;1.000;;;;;;;;;
Œredni;60000;25;Modular;TwoChoice;0.220;0.000;0.238;1.000;;;;;;;;;
Œredni;60000;25;Multiplicative;Linear;0.262;1.000;0.242;1.000;;;;;;;;;
Œredni;60000;25;Multiplicative;Quadratic;0.258;1.000;0.246;1.000;;;;;;;;;
Œredni;60000;25;Multiplicative;RobinHood;0.367;1.000;0.538;1.000;;;;;;;;;
Œredni;60000;25;Multiplicative;SeparateChain;1.541;0.000;1.218;1.000;;;;;;;;;
Œredni;60000;25;Multiplicative;TwoChoice;0.279;0.000;0.313;1.000;;;;;;;;;
Œredni;60000;25;XOR+Shift;Linear;0.164;1.000;0.164;1.000;;;;;;;;;
Œredni;60000;25;XOR+Shift;Quadratic;0.185;1.000;0.203;1.000;;;;;;;;;
Œredni;60000;25;XOR+Shift;RobinHood;0.207;1.000;0.185;1.000;;;;;;;;;
Œredni;60000;25;XOR+Shift;SeparateChain;0.977;0.000;0.455;1.000;;;;;;;;;
Œredni;60000;25;XOR+Shift;TwoChoice;0.231;0.000;0.256;1.000;;;;;;;;;
Œredni;60000;25;Universal;Linear;0.255;1.000;0.233;1.000;;;;;;;;;
Œredni;60000;25;Universal;Quadratic;0.296;1.000;0.246;1.000;;;;;;;;;
Œredni;60000;25;Universal;RobinHood;0.316;1.000;0.235;1.000;;;;;;;;;
Œredni;60000;25;Universal;SeparateChain;1.355;0.000;1.107;1.000;;;;;;;;;
Œredni;60000;25;Universal;TwoChoice;0.303;0.000;0.382;1.000;;;;;;;;;
Œredni;60000;50;Modular;Linear;0.320;1.000;0.322;1.000;;;;;;;;;
Œredni;60000;50;Modular;Quadratic;0.300;1.000;0.345;1.000;;;;;;;;;
Œredni;60000;50;Modular;RobinHood;0.362;1.000;0.334;1.000;;;;;;;;;
Œredni;60000;50;Modular;SeparateChain;1.440;0.000;1.025;1.000;;;;;;;;;
Œredni;60000;50;Modular;TwoChoice;0.440;0.000;0.464;1.000;;;;;;;;;
Œredni;60000;50;Multiplicative;Linear;0.699;1.003;0.738;1.003;;;;;;;;;
Œredni;60000;50;Multiplicative;Quadratic;0.629;1.003;0.546;1.003;;;;;;;;;
Œredni;60000;50;Multiplicative;RobinHood;0.887;1.003;0.488;1.003;;;;;;;;;
Œredni;60000;50;Multiplicative;SeparateChain;3.503;0.003;2.471;1.003;;;;;;;;;
Œredni;60000;50;Multiplicative;TwoChoice;0.566;0.001;0.635;1.004;;;;;;;;;
Œredni;60000;50;XOR+Shift;Linear;0.315;1.000;0.334;1.000;;;;;;;;;
Œredni;60000;50;XOR+Shift;Quadratic;0.306;1.000;0.332;1.000;;;;;;;;;
Œredni;60000;50;XOR+Shift;RobinHood;0.365;1.000;0.328;1.000;;;;;;;;;
Œredni;60000;50;XOR+Shift;SeparateChain;1.785;0.000;1.300;1.000;;;;;;;;;
Œredni;60000;50;XOR+Shift;TwoChoice;0.441;0.000;0.469;1.000;;;;;;;;;
Œredni;60000;50;Universal;Linear;0.520;1.000;0.467;1.000;;;;;;;;;
Œredni;60000;50;Universal;Quadratic;0.506;1.000;0.473;1.000;;;;;;;;;
Œredni;60000;50;Universal;RobinHood;0.634;1.000;0.476;1.000;;;;;;;;;
Œredni;60000;50;Universal;SeparateChain;3.287;0.000;3.104;1.000;;;;;;;;;
Œredni;60000;50;Universal;TwoChoice;0.542;0.000;0.600;1.000;;;;;;;;;
Œredni;60000;75;Modular;Linear;0.457;1.000;0.484;1.000;;;;;;;;;
Œredni;60000;75;Modular;Quadratic;0.480;1.000;0.625;1.000;;;;;;;;;
Œredni;60000;75;Modular;RobinHood;0.531;1.000;0.490;1.000;;;;;;;;;
Œredni;60000;75;Modular;SeparateChain;2.275;0.000;2.305;1.000;;;;;;;;;
Œredni;60000;75;Modular;TwoChoice;0.671;0.000;0.694;1.000;;;;;;;;;
Œredni;60000;75;Multiplicative;Linear;0.905;1.023;1.005;1.023;;;;;;;;;
Œredni;60000;75;Multiplicative;Quadratic;0.944;1.023;0.783;1.023;;;;;;;;;
Œredni;60000;75;Multiplicative;RobinHood;1.030;1.023;0.764;1.023;;;;;;;;;
Œredni;60000;75;Multiplicative;SeparateChain;5.882;0.023;6.063;1.023;;;;;;;;;
Œredni;60000;75;Multiplicative;TwoChoice;0.872;0.019;1.037;1.042;;;;;;;;;
Œredni;60000;75;XOR+Shift;Linear;0.463;1.000;0.492;1.000;;;;;;;;;
Œredni;60000;75;XOR+Shift;Quadratic;0.486;1.000;0.626;1.000;;;;;;;;;
Œredni;60000;75;XOR+Shift;RobinHood;0.551;1.000;0.491;1.000;;;;;;;;;
Œredni;60000;75;XOR+Shift;SeparateChain;2.850;0.000;1.949;1.000;;;;;;;;;
Œredni;60000;75;XOR+Shift;TwoChoice;0.662;0.000;0.777;1.000;;;;;;;;;
Œredni;60000;75;Universal;Linear;1.075;1.221;0.832;1.221;;;;;;;;;
Œredni;60000;75;Universal;Quadratic;0.909;1.140;0.743;1.140;;;;;;;;;
Œredni;60000;75;Universal;RobinHood;1.148;1.221;0.913;1.221;;;;;;;;;
Œredni;60000;75;Universal;SeparateChain;5.124;0.030;3.324;1.030;;;;;;;;;
Œredni;60000;75;Universal;TwoChoice;0.844;0.162;0.919;1.053;;;;;;;;;
Œredni;60000;90;Modular;Linear;0.588;1.000;0.578;1.000;;;;;;;;;
Œredni;60000;90;Modular;Quadratic;0.552;1.000;0.620;1.000;;;;;;;;;
Œredni;60000;90;Modular;RobinHood;0.825;1.000;0.757;1.000;;;;;;;;;
Œredni;60000;90;Modular;SeparateChain;3.356;0.000;2.670;1.000;;;;;;;;;
Œredni;60000;90;Modular;TwoChoice;0.830;0.000;0.991;1.000;;;;;;;;;
Œredni;60000;90;Multiplicative;Linear;1.053;1.179;1.060;1.179;;;;;;;;;
Œredni;60000;90;Multiplicative;Quadratic;1.357;1.765;1.105;1.765;;;;;;;;;
Œredni;60000;90;Multiplicative;RobinHood;1.544;1.179;1.016;1.179;;;;;;;;;
Œredni;60000;90;Multiplicative;SeparateChain;6.789;0.089;5.004;1.089;;;;;;;;;
Œredni;60000;90;Multiplicative;TwoChoice;1.217;0.266;1.291;1.174;;;;;;;;;
Œredni;60000;90;XOR+Shift;Linear;1.022;1.000;1.027;1.000;;;;;;;;;
Œredni;60000;90;XOR+Shift;Quadratic;0.583;1.000;0.609;1.000;;;;;;;;;
Œredni;60000;90;XOR+Shift;RobinHood;0.664;1.000;0.604;1.000;;;;;;;;;
Œredni;60000;90;XOR+Shift;SeparateChain;3.006;0.000;1.225;1.000;;;;;;;;;
Œredni;60000;90;XOR+Shift;TwoChoice;0.795;0.000;0.862;1.000;;;;;;;;;
Œredni;60000;90;Universal;Linear;1.087;1.951;1.038;1.951;;;;;;;;;
Œredni;60000;90;Universal;Quadratic;1.122;2.003;1.066;2.003;;;;;;;;;
Œredni;60000;90;Universal;RobinHood;2.124;1.951;1.262;1.951;;;;;;;;;
Œredni;60000;90;Universal;SeparateChain;4.251;0.127;2.316;1.127;;;;;;;;;
Œredni;60000;90;Universal;TwoChoice;1.672;7.451;1.205;1.242;;;;;;;;;
Œredni;60000;99;Modular;Linear;0.713;1.000;0.662;1.000;;;;;;;;;
Œredni;60000;99;Modular;Quadratic;0.608;1.000;0.682;1.000;;;;;;;;;
Œredni;60000;99;Modular;RobinHood;0.694;1.000;0.649;1.000;;;;;;;;;
Œredni;60000;99;Modular;SeparateChain;3.024;0.000;1.287;1.000;;;;;;;;;
Œredni;60000;99;Modular;TwoChoice;0.872;0.000;0.914;1.000;;;;;;;;;
Œredni;60000;99;Multiplicative;Linear;1.207;1.554;1.143;1.554;;;;;;;;;
Œredni;60000;99;Multiplicative;Quadratic;1.826;3.918;1.532;3.918;;;;;;;;;
Œredni;60000;99;Multiplicative;RobinHood;3.607;1.554;0.880;1.554;;;;;;;;;
Œredni;60000;99;Multiplicative;SeparateChain;5.648;0.125;2.429;1.125;;;;;;;;;
Œredni;60000;99;Multiplicative;TwoChoice;10.678;123.498;1.220;1.287;;;;;;;;;
Œredni;60000;99;XOR+Shift;Linear;0.965;1.000;0.570;1.000;;;;;;;;;
Œredni;60000;99;XOR+Shift;Quadratic;0.625;1.000;0.659;1.000;;;;;;;;;
Œredni;60000;99;XOR+Shift;RobinHood;0.411;1.000;0.386;1.000;;;;;;;;;
Œredni;60000;99;XOR+Shift;SeparateChain;2.088;0.000;1.362;1.000;;;;;;;;;
Œredni;60000;99;XOR+Shift;TwoChoice;0.880;0.000;0.921;1.000;;;;;;;;;
Œredni;60000;99;Universal;Linear;3.259;15.503;1.784;15.503;;;;;;;;;
Œredni;60000;99;Universal;Quadratic;1.274;3.855;1.041;3.855;;;;;;;;;
Œredni;60000;99;Universal;RobinHood;16.001;15.503;4.070;15.503;;;;;;;;;
Œredni;60000;99;Universal;SeparateChain;5.783;0.171;4.740;1.171;;;;;;;;;
Œredni;60000;99;Universal;TwoChoice;32.433;376.425;0.835;1.367;;;;;;;;;
Œredni;70000;25;Modular;Linear;0.192;1.000;0.192;1.000;;;;;;;;;
Œredni;70000;25;Modular;Quadratic;0.180;1.000;0.212;1.000;;;;;;;;;
Œredni;70000;25;Modular;RobinHood;0.210;1.000;0.194;1.000;;;;;;;;;
Œredni;70000;25;Modular;SeparateChain;1.013;0.000;0.585;1.000;;;;;;;;;
Œredni;70000;25;Modular;TwoChoice;0.281;0.000;0.332;1.000;;;;;;;;;
Œredni;70000;25;Multiplicative;Linear;0.399;1.000;0.326;1.000;;;;;;;;;
Œredni;70000;25;Multiplicative;Quadratic;0.288;1.000;0.300;1.000;;;;;;;;;
Œredni;70000;25;Multiplicative;RobinHood;0.258;1.000;0.185;1.000;;;;;;;;;
Œredni;70000;25;Multiplicative;SeparateChain;1.936;0.000;1.506;1.000;;;;;;;;;
Œredni;70000;25;Multiplicative;TwoChoice;0.588;0.000;0.369;1.000;;;;;;;;;
Œredni;70000;25;XOR+Shift;Linear;0.186;1.000;0.191;1.000;;;;;;;;;
Œredni;70000;25;XOR+Shift;Quadratic;0.198;1.000;0.193;1.000;;;;;;;;;
Œredni;70000;25;XOR+Shift;RobinHood;0.214;1.000;0.195;1.000;;;;;;;;;
Œredni;70000;25;XOR+Shift;SeparateChain;0.588;0.000;0.346;1.000;;;;;;;;;
Œredni;70000;25;XOR+Shift;TwoChoice;0.404;0.000;0.483;1.000;;;;;;;;;
Œredni;70000;25;Universal;Linear;0.298;1.000;0.272;1.000;;;;;;;;;
Œredni;70000;25;Universal;Quadratic;0.331;1.000;0.306;1.000;;;;;;;;;
Œredni;70000;25;Universal;RobinHood;0.386;1.000;0.271;1.000;;;;;;;;;
Œredni;70000;25;Universal;SeparateChain;1.792;0.000;1.042;1.000;;;;;;;;;
Œredni;70000;25;Universal;TwoChoice;0.198;0.000;0.200;1.000;;;;;;;;;
Œredni;70000;50;Modular;Linear;0.522;1.000;0.378;1.000;;;;;;;;;
Œredni;70000;50;Modular;Quadratic;0.258;1.000;0.261;1.000;;;;;;;;;
Œredni;70000;50;Modular;RobinHood;0.240;1.000;0.228;1.000;;;;;;;;;
Œredni;70000;50;Modular;SeparateChain;1.254;0.000;0.723;1.000;;;;;;;;;
Œredni;70000;50;Modular;TwoChoice;0.412;0.000;0.412;1.000;;;;;;;;;
Œredni;70000;50;Multiplicative;Linear;0.745;1.000;0.334;1.000;;;;;;;;;
Œredni;70000;50;Multiplicative;Quadratic;0.390;1.000;0.385;1.000;;;;;;;;;
Œredni;70000;50;Multiplicative;RobinHood;0.404;1.000;0.335;1.000;;;;;;;;;
Œredni;70000;50;Multiplicative;SeparateChain;3.514;0.000;2.794;1.000;;;;;;;;;
Œredni;70000;50;Multiplicative;TwoChoice;0.340;0.000;0.357;1.000;;;;;;;;;
Œredni;70000;50;XOR+Shift;Linear;0.263;1.000;0.259;1.000;;;;;;;;;
Œredni;70000;50;XOR+Shift;Quadratic;0.298;1.000;0.294;1.000;;;;;;;;;
Œredni;70000;50;XOR+Shift;RobinHood;0.423;1.000;0.382;1.000;;;;;;;;;
Œredni;70000;50;XOR+Shift;SeparateChain;1.526;0.000;0.820;1.000;;;;;;;;;
Œredni;70000;50;XOR+Shift;TwoChoice;0.360;0.000;0.360;1.000;;;;;;;;;
Œredni;70000;50;Universal;Linear;0.701;1.000;0.572;1.000;;;;;;;;;
Œredni;70000;50;Universal;Quadratic;0.692;1.000;0.541;1.000;;;;;;;;;
Œredni;70000;50;Universal;RobinHood;0.772;1.000;0.335;1.000;;;;;;;;;
Œredni;70000;50;Universal;SeparateChain;3.482;0.000;1.809;1.000;;;;;;;;;
Œredni;70000;50;Universal;TwoChoice;0.419;0.000;1.039;1.000;;;;;;;;;
Œredni;70000;75;Modular;Linear;0.542;1.000;0.565;1.000;;;;;;;;;
Œredni;70000;75;Modular;Quadratic;0.528;1.000;0.608;1.000;;;;;;;;;
Œredni;70000;75;Modular;RobinHood;0.641;1.000;0.594;1.000;;;;;;;;;
Œredni;70000;75;Modular;SeparateChain;1.911;0.000;1.072;1.000;;;;;;;;;
Œredni;70000;75;Modular;TwoChoice;0.548;0.000;0.540;1.000;;;;;;;;;
Œredni;70000;75;Multiplicative;Linear;0.535;1.065;0.465;1.065;;;;;;;;;
Œredni;70000;75;Multiplicative;Quadratic;0.564;1.156;0.512;1.156;;;;;;;;;
Œredni;70000;75;Multiplicative;RobinHood;0.642;1.065;0.642;1.065;;;;;;;;;
Œredni;70000;75;Multiplicative;SeparateChain;4.001;0.038;2.218;1.038;;;;;;;;;
Œredni;70000;75;Multiplicative;TwoChoice;1.013;0.053;1.557;1.067;;;;;;;;;
Œredni;70000;75;XOR+Shift;Linear;0.557;1.000;0.566;1.000;;;;;;;;;
Œredni;70000;75;XOR+Shift;Quadratic;0.538;1.000;0.580;1.000;;;;;;;;;
Œredni;70000;75;XOR+Shift;RobinHood;0.784;1.000;0.573;1.000;;;;;;;;;
Œredni;70000;75;XOR+Shift;SeparateChain;3.138;0.000;2.114;1.000;;;;;;;;;
Œredni;70000;75;XOR+Shift;TwoChoice;0.730;0.000;0.919;1.000;;;;;;;;;
Œredni;70000;75;Universal;Linear;1.107;1.000;0.955;1.000;;;;;;;;;
Œredni;70000;75;Universal;Quadratic;0.782;1.000;0.886;1.000;;;;;;;;;
Œredni;70000;75;Universal;RobinHood;1.137;1.000;1.651;1.000;;;;;;;;;
Œredni;70000;75;Universal;SeparateChain;3.472;0.000;2.111;1.000;;;;;;;;;
Œredni;70000;75;Universal;TwoChoice;0.938;0.000;0.918;1.000;;;;;;;;;
Œredni;70000;90;Modular;Linear;0.649;1.000;0.676;1.000;;;;;;;;;
Œredni;70000;90;Modular;Quadratic;0.640;1.000;0.737;1.000;;;;;;;;;
Œredni;70000;90;Modular;RobinHood;0.786;1.000;0.693;1.000;;;;;;;;;
Œredni;70000;90;Modular;SeparateChain;2.336;0.000;1.367;1.000;;;;;;;;;
Œredni;70000;90;Modular;TwoChoice;0.653;0.000;0.656;1.000;;;;;;;;;
Œredni;70000;90;Multiplicative;Linear;0.610;1.185;0.571;1.185;;;;;;;;;
Œredni;70000;90;Multiplicative;Quadratic;0.705;1.653;0.683;1.653;;;;;;;;;
Œredni;70000;90;Multiplicative;RobinHood;0.826;1.185;0.774;1.185;;;;;;;;;
Œredni;70000;90;Multiplicative;SeparateChain;4.057;0.086;2.690;1.086;;;;;;;;;
Œredni;70000;90;Multiplicative;TwoChoice;1.223;0.264;0.814;1.184;;;;;;;;;
Œredni;70000;90;XOR+Shift;Linear;0.488;1.000;0.470;1.000;;;;;;;;;
Œredni;70000;90;XOR+Shift;Quadratic;0.818;1.000;0.726;1.000;;;;;;;;;
Œredni;70000;90;XOR+Shift;RobinHood;0.781;1.000;0.724;1.000;;;;;;;;;
Œredni;70000;90;XOR+Shift;SeparateChain;1.761;0.000;1.192;1.000;;;;;;;;;
Œredni;70000;90;XOR+Shift;TwoChoice;1.033;0.000;0.878;1.000;;;;;;;;;
Œredni;70000;90;Universal;Linear;1.031;1.000;0.969;1.000;;;;;;;;;
Œredni;70000;90;Universal;Quadratic;1.039;1.000;1.005;1.000;;;;;;;;;
Œredni;70000;90;Universal;RobinHood;1.525;1.000;0.683;1.000;;;;;;;;;
Œredni;70000;90;Universal;SeparateChain;4.913;0.000;2.713;1.000;;;;;;;;;
Œredni;70000;90;Universal;TwoChoice;1.190;0.000;1.103;1.000;;;;;;;;;
Œredni;70000;99;Modular;Linear;0.652;1.000;0.538;1.000;;;;;;;;;
Œredni;70000;99;Modular;Quadratic;0.511;1.000;0.514;1.000;;;;;;;;;
Œredni;70000;99;Modular;RobinHood;0.469;1.000;0.451;1.000;;;;;;;;;
Œredni;70000;99;Modular;SeparateChain;2.121;0.000;1.505;1.000;;;;;;;;;
Œredni;70000;99;Modular;TwoChoice;1.205;0.000;1.179;1.000;;;;;;;;;
Œredni;70000;99;Multiplicative;Linear;0.731;1.570;0.702;1.570;;;;;;;;;
Œredni;70000;99;Multiplicative;Quadratic;1.613;2.900;1.073;2.900;;;;;;;;;
Œredni;70000;99;Multiplicative;RobinHood;2.241;1.570;1.060;1.570;;;;;;;;;
Œredni;70000;99;Multiplicative;SeparateChain;5.084;0.107;2.919;1.107;;;;;;;;;
Œredni;70000;99;Multiplicative;TwoChoice;32.447;304.765;1.235;1.283;;;;;;;;;
Œredni;70000;99;XOR+Shift;Linear;0.744;1.000;0.798;1.000;;;;;;;;;
Œredni;70000;99;XOR+Shift;Quadratic;0.735;1.000;0.791;1.000;;;;;;;;;
Œredni;70000;99;XOR+Shift;RobinHood;0.658;1.000;0.495;1.000;;;;;;;;;
Œredni;70000;99;XOR+Shift;SeparateChain;3.069;0.000;1.796;1.000;;;;;;;;;
Œredni;70000;99;XOR+Shift;TwoChoice;0.793;0.000;0.717;1.000;;;;;;;;;
Œredni;70000;99;Universal;Linear;1.363;1.937;1.254;1.937;;;;;;;;;
Œredni;70000;99;Universal;Quadratic;1.513;2.277;1.187;2.277;;;;;;;;;
Œredni;70000;99;Universal;RobinHood;2.887;1.937;1.675;1.937;;;;;;;;;
Œredni;70000;99;Universal;SeparateChain;6.942;0.023;5.871;1.023;;;;;;;;;
Œredni;70000;99;Universal;TwoChoice;1.810;1.427;0.802;1.053;;;;;;;;;
Œredni;80000;25;Modular;Linear;0.223;1.000;0.214;1.000;;;;;;;;;
Œredni;80000;25;Modular;Quadratic;0.203;1.000;0.230;1.000;;;;;;;;;
Œredni;80000;25;Modular;RobinHood;0.240;1.000;0.131;1.000;;;;;;;;;
Œredni;80000;25;Modular;SeparateChain;0.590;0.000;0.367;1.000;;;;;;;;;
Œredni;80000;25;Modular;TwoChoice;0.206;0.000;0.210;1.000;;;;;;;;;
Œredni;80000;25;Multiplicative;Linear;0.196;1.000;0.168;1.000;;;;;;;;;
Œredni;80000;25;Multiplicative;Quadratic;0.189;1.000;0.237;1.000;;;;;;;;;
Œredni;80000;25;Multiplicative;RobinHood;0.450;1.000;0.322;1.000;;;;;;;;;
Œredni;80000;25;Multiplicative;SeparateChain;2.848;0.000;1.040;1.000;;;;;;;;;
Œredni;80000;25;Multiplicative;TwoChoice;0.214;0.000;0.228;1.000;;;;;;;;;
Œredni;80000;25;XOR+Shift;Linear;0.231;1.000;0.224;1.000;;;;;;;;;
Œredni;80000;25;XOR+Shift;Quadratic;0.216;1.000;0.227;1.000;;;;;;;;;
Œredni;80000;25;XOR+Shift;RobinHood;0.249;1.000;0.225;1.000;;;;;;;;;
Œredni;80000;25;XOR+Shift;SeparateChain;0.508;0.000;0.389;1.000;;;;;;;;;
Œredni;80000;25;XOR+Shift;TwoChoice;0.412;0.000;0.230;1.000;;;;;;;;;
Œredni;80000;25;Universal;Linear;0.382;1.000;0.315;1.000;;;;;;;;;
Œredni;80000;25;Universal;Quadratic;0.345;1.000;0.315;1.000;;;;;;;;;
Œredni;80000;25;Universal;RobinHood;0.429;1.000;0.312;1.000;;;;;;;;;
Œredni;80000;25;Universal;SeparateChain;2.718;0.000;1.046;1.000;;;;;;;;;
Œredni;80000;25;Universal;TwoChoice;0.362;0.000;0.398;1.000;;;;;;;;;
Œredni;80000;50;Modular;Linear;0.435;1.000;0.424;1.000;;;;;;;;;
Œredni;80000;50;Modular;Quadratic;0.411;1.000;0.460;1.000;;;;;;;;;
Œredni;80000;50;Modular;RobinHood;0.476;1.000;0.431;1.000;;;;;;;;;
Œredni;80000;50;Modular;SeparateChain;1.308;0.000;0.846;1.000;;;;;;;;;
Œredni;80000;50;Modular;TwoChoice;0.575;0.000;0.604;1.000;;;;;;;;;
Œredni;80000;50;Multiplicative;Linear;0.851;1.000;0.647;1.000;;;;;;;;;
Œredni;80000;50;Multiplicative;Quadratic;0.715;1.000;0.658;1.000;;;;;;;;;
Œredni;80000;50;Multiplicative;RobinHood;0.879;1.000;0.750;1.000;;;;;;;;;
Œredni;80000;50;Multiplicative;SeparateChain;2.804;0.000;1.607;1.000;;;;;;;;;
Œredni;80000;50;Multiplicative;TwoChoice;0.743;0.000;0.739;1.000;;;;;;;;;
Œredni;80000;50;XOR+Shift;Linear;0.812;1.000;0.517;1.000;;;;;;;;;
Œredni;80000;50;XOR+Shift;Quadratic;0.810;1.000;0.443;1.000;;;;;;;;;
Œredni;80000;50;XOR+Shift;RobinHood;0.311;1.000;0.351;1.000;;;;;;;;;
Œredni;80000;50;XOR+Shift;SeparateChain;2.121;0.000;2.149;1.000;;;;;;;;;
Œredni;80000;50;XOR+Shift;TwoChoice;0.491;0.000;0.441;1.000;;;;;;;;;
Œredni;80000;50;Universal;Linear;0.779;1.326;0.822;1.326;;;;;;;;;
Œredni;80000;50;Universal;Quadratic;0.724;1.399;0.686;1.399;;;;;;;;;
Œredni;80000;50;Universal;RobinHood;1.147;1.326;0.679;1.326;;;;;;;;;
Œredni;80000;50;Universal;SeparateChain;4.685;0.254;3.069;1.254;;;;;;;;;
Œredni;80000;50;Universal;TwoChoice;0.598;0.930;0.557;1.356;;;;;;;;;
Œredni;80000;75;Modular;Linear;0.981;1.000;0.686;1.000;;;;;;;;;
Œredni;80000;75;Modular;Quadratic;0.934;1.000;0.648;1.000;;;;;;;;;
Œredni;80000;75;Modular;RobinHood;1.122;1.000;0.692;1.000;;;;;;;;;
Œredni;80000;75;Modular;SeparateChain;3.048;0.000;1.672;1.000;;;;;;;;;
Œredni;80000;75;Modular;TwoChoice;0.640;0.000;0.954;1.000;;;;;;;;;
Œredni;80000;75;Multiplicative;Linear;0.924;1.052;0.660;1.052;;;;;;;;;
Œredni;80000;75;Multiplicative;Quadratic;1.275;1.052;1.025;1.052;;;;;;;;;
Œredni;80000;75;Multiplicative;RobinHood;1.455;1.052;0.784;1.052;;;;;;;;;
Œredni;80000;75;Multiplicative;SeparateChain;6.529;0.052;3.185;1.052;;;;;;;;;
Œredni;80000;75;Multiplicative;TwoChoice;0.934;0.047;0.632;1.093;;;;;;;;;
Œredni;80000;75;XOR+Shift;Linear;0.631;1.000;0.703;1.000;;;;;;;;;
Œredni;80000;75;XOR+Shift;Quadratic;0.611;1.000;0.504;1.000;;;;;;;;;
Œredni;80000;75;XOR+Shift;RobinHood;0.745;1.000;0.663;1.000;;;;;;;;;
Œredni;80000;75;XOR+Shift;SeparateChain;3.108;0.000;2.119;1.000;;;;;;;;;
Œredni;80000;75;XOR+Shift;TwoChoice;0.710;0.000;0.716;1.000;;;;;;;;;
Œredni;80000;75;Universal;Linear;0.834;1.744;0.782;1.744;;;;;;;;;
Œredni;80000;75;Universal;Quadratic;0.969;2.198;0.934;2.198;;;;;;;;;
Œredni;80000;75;Universal;RobinHood;1.343;1.744;0.704;1.744;;;;;;;;;
Œredni;80000;75;Universal;SeparateChain;4.752;0.505;2.751;1.505;;;;;;;;;
Œredni;80000;75;Universal;TwoChoice;59.554;654.032;1.222;1.763;;;;;;;;;
Œredni;80000;90;Modular;Linear;0.777;1.000;0.793;1.000;;;;;;;;;
Œredni;80000;90;Modular;Quadratic;1.233;1.000;0.849;1.000;;;;;;;;;
Œredni;80000;90;Modular;RobinHood;0.930;1.000;0.650;1.000;;;;;;;;;
Œredni;80000;90;Modular;SeparateChain;2.279;0.000;1.642;1.000;;;;;;;;;
Œredni;80000;90;Modular;TwoChoice;1.144;0.000;0.857;1.000;;;;;;;;;
Œredni;80000;90;Multiplicative;Linear;1.413;1.081;1.346;1.081;;;;;;;;;
