Przypadek;Rozmiar;Wype³nienie;Funkcja;Strategia;CzasInsert[ms];AvgInsertProbes;CzasRemove[ms];AvgRemoveProbes;;;;;;;;;
Œredni;80000;90;Multiplicative;Quadratic;1.342;1.081;1.326;1.081;;;;;;;;;
Œredni;80000;90;Multiplicative;RobinHood;1.926;1.081;0.738;1.081;;;;;;;;;
Œredni;80000;90;Multiplicative;SeparateChain;6.691;0.082;5.676;1.081;;;;;;;;;
Œredni;80000;90;Multiplicative;TwoChoice;1.545;0.179;1.287;1.167;;;;;;;;;
Œredni;80000;90;XOR+Shift;Linear;0.737;1.000;0.788;1.000;;;;;;;;;
Œredni;80000;90;XOR+Shift;Quadratic;0.763;1.000;0.797;1.000;;;;;;;;;
Œredni;80000;90;XOR+Shift;RobinHood;0.934;1.000;0.796;1.000;;;;;;;;;
Œredni;80000;90;XOR+Shift;SeparateChain;2.755;0.000;1.489;1.000;;;;;;;;;
Œredni;80000;90;XOR+Shift;TwoChoice;0.840;0.000;0.740;1.000;;;;;;;;;
Œredni;80000;90;Universal;Linear;0.893;2.187;0.850;2.187;;;;;;;;;
Œredni;80000;90;Universal;Quadratic;2.155;2.756;1.237;2.756;;;;;;;;;
Œredni;80000;90;Universal;RobinHood;2.256;2.187;1.050;2.187;;;;;;;;;
Œredni;80000;90;Universal;SeparateChain;5.051;0.713;4.376;1.713;;;;;;;;;
Œredni;80000;90;Universal;TwoChoice;222.727;2116.771;1.554;1.982;;;;;;;;;
Œredni;80000;99;Modular;Linear;0.844;1.000;0.886;1.000;;;;;;;;;
Œredni;80000;99;Modular;Quadratic;1.687;1.000;0.963;1.000;;;;;;;;;
Œredni;80000;99;Modular;RobinHood;0.987;1.000;0.864;1.000;;;;;;;;;
Œredni;80000;99;Modular;SeparateChain;2.983;0.000;1.586;1.000;;;;;;;;;
Œredni;80000;99;Modular;TwoChoice;1.274;0.000;1.300;1.000;;;;;;;;;
Œredni;80000;99;Multiplicative;Linear;2.094;1.481;0.867;1.481;;;;;;;;;
Œredni;80000;99;Multiplicative;Quadratic;2.396;3.426;2.543;3.426;;;;;;;;;
Œredni;80000;99;Multiplicative;RobinHood;2.661;1.481;1.745;1.481;;;;;;;;;
Œredni;80000;99;Multiplicative;SeparateChain;8.366;0.122;4.477;1.122;;;;;;;;;
Œredni;80000;99;Multiplicative;TwoChoice;35.570;310.072;1.046;1.280;;;;;;;;;
Œredni;80000;99;XOR+Shift;Linear;0.819;1.000;0.901;1.000;;;;;;;;;
Œredni;80000;99;XOR+Shift;Quadratic;0.842;1.000;0.908;1.000;;;;;;;;;
Œredni;80000;99;XOR+Shift;RobinHood;1.054;1.000;0.961;1.000;;;;;;;;;
Œredni;80000;99;XOR+Shift;SeparateChain;3.176;0.000;2.318;1.000;;;;;;;;;
Œredni;80000;99;XOR+Shift;TwoChoice;0.949;0.000;1.162;1.000;;;;;;;;;
Œredni;80000;99;Universal;Linear;1.679;3.034;1.240;3.034;;;;;;;;;
Œredni;80000;99;Universal;Quadratic;2.212;4.034;1.967;4.034;;;;;;;;;
Œredni;80000;99;Universal;RobinHood;4.611;3.034;2.396;3.034;;;;;;;;;
Œredni;80000;99;Universal;SeparateChain;4.508;0.808;3.760;1.808;;;;;;;;;
Œredni;80000;99;Universal;TwoChoice;450.155;3979.928;1.428;2.101;;;;;;;;;
Œredni;90000;25;Modular;Linear;0.174;1.000;0.168;1.000;;;;;;;;;
Œredni;90000;25;Modular;Quadratic;0.294;1.000;0.266;1.000;;;;;;;;;
Œredni;90000;25;Modular;RobinHood;0.315;1.000;0.250;1.000;;;;;;;;;
Œredni;90000;25;Modular;SeparateChain;0.639;0.000;0.444;1.000;;;;;;;;;
Œredni;90000;25;Modular;TwoChoice;0.459;0.000;0.269;1.000;;;;;;;;;
Œredni;90000;25;Multiplicative;Linear;0.526;1.000;0.222;1.000;;;;;;;;;
Œredni;90000;25;Multiplicative;Quadratic;0.527;1.000;0.395;1.000;;;;;;;;;
Œredni;90000;25;Multiplicative;RobinHood;0.552;1.000;0.364;1.000;;;;;;;;;
Œredni;90000;25;Multiplicative;SeparateChain;3.253;0.000;1.185;1.000;;;;;;;;;
Œredni;90000;25;Multiplicative;TwoChoice;0.417;0.000;0.467;1.000;;;;;;;;;
Œredni;90000;25;XOR+Shift;Linear;0.259;1.000;0.246;1.000;;;;;;;;;
Œredni;90000;25;XOR+Shift;Quadratic;0.434;1.000;0.260;1.000;;;;;;;;;
Œredni;90000;25;XOR+Shift;RobinHood;0.272;1.000;0.246;1.000;;;;;;;;;
Œredni;90000;25;XOR+Shift;SeparateChain;0.782;0.000;0.490;1.000;;;;;;;;;
Œredni;90000;25;XOR+Shift;TwoChoice;0.273;0.000;0.265;1.000;;;;;;;;;
Œredni;90000;25;Universal;Linear;0.236;1.000;0.214;1.000;;;;;;;;;
Œredni;90000;25;Universal;Quadratic;0.395;1.000;0.269;1.000;;;;;;;;;
Œredni;90000;25;Universal;RobinHood;0.258;1.000;0.214;1.000;;;;;;;;;
Œredni;90000;25;Universal;SeparateChain;1.712;0.000;0.919;1.000;;;;;;;;;
Œredni;90000;25;Universal;TwoChoice;0.257;0.000;0.265;1.000;;;;;;;;;
Œredni;90000;50;Modular;Linear;0.296;1.000;0.291;1.000;;;;;;;;;
Œredni;90000;50;Modular;Quadratic;0.334;1.000;0.334;1.000;;;;;;;;;
Œredni;90000;50;Modular;RobinHood;0.310;1.000;0.293;1.000;;;;;;;;;
Œredni;90000;50;Modular;SeparateChain;1.443;0.000;1.044;1.000;;;;;;;;;
Œredni;90000;50;Modular;TwoChoice;0.536;0.000;0.530;1.000;;;;;;;;;
Œredni;90000;50;Multiplicative;Linear;0.434;1.000;0.405;1.000;;;;;;;;;
Œredni;90000;50;Multiplicative;Quadratic;0.810;1.000;0.751;1.000;;;;;;;;;
Œredni;90000;50;Multiplicative;RobinHood;1.005;1.000;0.856;1.000;;;;;;;;;
Œredni;90000;50;Multiplicative;SeparateChain;4.232;0.000;2.040;1.000;;;;;;;;;
Œredni;90000;50;Multiplicative;TwoChoice;1.228;0.000;0.551;1.000;;;;;;;;;
Œredni;90000;50;XOR+Shift;Linear;0.477;1.000;0.510;1.000;;;;;;;;;
Œredni;90000;50;XOR+Shift;Quadratic;0.717;1.000;0.497;1.000;;;;;;;;;
Œredni;90000;50;XOR+Shift;RobinHood;0.627;1.000;0.491;1.000;;;;;;;;;
Œredni;90000;50;XOR+Shift;SeparateChain;2.407;0.000;1.624;1.000;;;;;;;;;
Œredni;90000;50;XOR+Shift;TwoChoice;0.485;0.000;0.510;1.000;;;;;;;;;
Œredni;90000;50;Universal;Linear;0.677;1.000;0.652;1.000;;;;;;;;;
Œredni;90000;50;Universal;Quadratic;0.766;1.000;0.434;1.000;;;;;;;;;
Œredni;90000;50;Universal;RobinHood;1.162;1.000;0.923;1.000;;;;;;;;;
Œredni;90000;50;Universal;SeparateChain;3.922;0.000;1.872;1.000;;;;;;;;;
Œredni;90000;50;Universal;TwoChoice;0.698;0.000;0.510;1.000;;;;;;;;;
Œredni;90000;75;Modular;Linear;0.842;1.000;0.781;1.000;;;;;;;;;
Œredni;90000;75;Modular;Quadratic;0.724;1.000;0.666;1.000;;;;;;;;;
Œredni;90000;75;Modular;RobinHood;0.854;1.000;0.737;1.000;;;;;;;;;
Œredni;90000;75;Modular;SeparateChain;2.856;0.000;1.258;1.000;;;;;;;;;
Œredni;90000;75;Modular;TwoChoice;0.694;0.000;0.694;1.000;;;;;;;;;
Œredni;90000;75;Multiplicative;Linear;0.644;1.041;0.583;1.041;;;;;;;;;
Œredni;90000;75;Multiplicative;Quadratic;0.924;1.041;0.856;1.041;;;;;;;;;
Œredni;90000;75;Multiplicative;RobinHood;0.855;1.041;0.715;1.041;;;;;;;;;
Œredni;90000;75;Multiplicative;SeparateChain;5.498;0.041;2.794;1.041;;;;;;;;;
Œredni;90000;75;Multiplicative;TwoChoice;1.185;0.037;1.332;1.075;;;;;;;;;
Œredni;90000;75;XOR+Shift;Linear;0.451;1.000;0.440;1.000;;;;;;;;;
Œredni;90000;75;XOR+Shift;Quadratic;1.197;1.000;0.780;1.000;;;;;;;;;
Œredni;90000;75;XOR+Shift;RobinHood;0.875;1.000;0.772;1.000;;;;;;;;;
Œredni;90000;75;XOR+Shift;SeparateChain;2.390;0.000;1.513;1.000;;;;;;;;;
Œredni;90000;75;XOR+Shift;TwoChoice;0.802;0.000;0.696;1.000;;;;;;;;;
Œredni;90000;75;Universal;Linear;1.245;1.308;1.145;1.308;;;;;;;;;
Œredni;90000;75;Universal;Quadratic;1.278;1.157;0.852;1.157;;;;;;;;;
Œredni;90000;75;Universal;RobinHood;1.951;1.308;1.207;1.308;;;;;;;;;
Œredni;90000;75;Universal;SeparateChain;6.256;0.071;3.118;1.071;;;;;;;;;
Œredni;90000;75;Universal;TwoChoice;0.796;0.231;0.834;1.126;;;;;;;;;
Œredni;90000;90;Modular;Linear;0.876;1.000;1.077;1.000;;;;;;;;;
Œredni;90000;90;Modular;Quadratic;0.876;1.000;0.941;1.000;;;;;;;;;
Œredni;90000;90;Modular;RobinHood;1.037;1.000;0.924;1.000;;;;;;;;;
Œredni;90000;90;Modular;SeparateChain;4.029;0.000;1.804;1.000;;;;;;;;;
Œredni;90000;90;Modular;TwoChoice;1.221;0.000;1.027;1.000;;;;;;;;;
Œredni;90000;90;Multiplicative;Linear;1.600;1.196;2.334;1.196;;;;;;;;;
Œredni;90000;90;Multiplicative;Quadratic;2.048;1.441;0.843;1.441;;;;;;;;;
Œredni;90000;90;Multiplicative;RobinHood;2.250;1.196;1.513;1.196;;;;;;;;;
Œredni;90000;90;Multiplicative;SeparateChain;10.307;0.091;11.835;1.091;;;;;;;;;
Œredni;90000;90;Multiplicative;TwoChoice;1.738;0.257;1.866;1.188;;;;;;;;;
Œredni;90000;90;XOR+Shift;Linear;1.056;1.000;1.019;1.000;;;;;;;;;
Œredni;90000;90;XOR+Shift;Quadratic;1.089;1.000;1.053;1.000;;;;;;;;;
Œredni;90000;90;XOR+Shift;RobinHood;1.157;1.000;0.897;1.000;;;;;;;;;
Œredni;90000;90;XOR+Shift;SeparateChain;5.377;0.000;3.154;1.000;;;;;;;;;
Œredni;90000;90;XOR+Shift;TwoChoice;1.212;0.000;1.259;1.000;;;;;;;;;
Œredni;90000;90;Universal;Linear;1.793;1.876;1.629;1.876;;;;;;;;;
Œredni;90000;90;Universal;Quadratic;1.605;1.743;1.513;1.743;;;;;;;;;
Œredni;90000;90;Universal;RobinHood;3.362;1.876;1.857;1.876;;;;;;;;;
Œredni;90000;90;Universal;SeparateChain;7.505;0.113;6.246;1.113;;;;;;;;;
Œredni;90000;90;Universal;TwoChoice;1.874;0.773;1.856;1.236;;;;;;;;;
Œredni;90000;99;Modular;Linear;1.645;1.000;0.987;1.000;;;;;;;;;
Œredni;90000;99;Modular;Quadratic;1.496;1.000;1.202;1.000;;;;;;;;;
Œredni;90000;99;Modular;RobinHood;1.159;1.000;0.977;1.000;;;;;;;;;
Œredni;90000;99;Modular;SeparateChain;5.468;0.000;3.454;1.000;;;;;;;;;
Œredni;90000;99;Modular;TwoChoice;1.321;0.000;1.383;1.000;;;;;;;;;
Œredni;90000;99;Multiplicative;Linear;2.101;1.612;1.866;1.612;;;;;;;;;
Œredni;90000;99;Multiplicative;Quadratic;2.118;3.529;1.381;3.529;;;;;;;;;
Œredni;90000;99;Multiplicative;RobinHood;5.649;1.612;3.058;1.612;;;;;;;;;
Œredni;90000;99;Multiplicative;SeparateChain;11.457;0.137;8.237;1.137;;;;;;;;;
Œredni;90000;99;Multiplicative;TwoChoice;68.768;238.179;2.214;1.322;;;;;;;;;
Œredni;90000;99;XOR+Shift;Linear;1.474;1.000;1.143;1.000;;;;;;;;;
Œredni;90000;99;XOR+Shift;Quadratic;0.962;1.000;1.234;1.000;;;;;;;;;
Œredni;90000;99;XOR+Shift;RobinHood;1.174;1.000;0.976;1.000;;;;;;;;;
Œredni;90000;99;XOR+Shift;SeparateChain;5.719;0.000;3.343;1.000;;;;;;;;;
Œredni;90000;99;XOR+Shift;TwoChoice;1.326;0.000;1.466;1.000;;;;;;;;;
Œredni;90000;99;Universal;Linear;3.271;4.185;2.494;4.185;;;;;;;;;
Œredni;90000;99;Universal;Quadratic;2.548;3.838;2.342;3.838;;;;;;;;;
Œredni;90000;99;Universal;RobinHood;8.502;4.185;3.913;4.185;;;;;;;;;
Œredni;90000;99;Universal;SeparateChain;10.878;0.132;7.763;1.132;;;;;;;;;
Œredni;90000;99;Universal;TwoChoice;60.136;464.979;1.640;1.345;;;;;;;;;
Œredni;100000;25;Modular;Linear;0.273;1.000;0.276;1.000;;;;;;;;;
Œredni;100000;25;Modular;Quadratic;0.303;1.000;0.308;1.000;;;;;;;;;
Œredni;100000;25;Modular;RobinHood;0.210;1.000;0.191;1.000;;;;;;;;;
Œredni;100000;25;Modular;SeparateChain;1.148;0.000;0.544;1.000;;;;;;;;;
Œredni;100000;25;Modular;TwoChoice;0.383;0.000;0.322;1.000;;;;;;;;;
Œredni;100000;25;Multiplicative;Linear;0.451;1.000;0.408;1.000;;;;;;;;;
Œredni;100000;25;Multiplicative;Quadratic;0.793;1.000;0.413;1.000;;;;;;;;;
Œredni;100000;25;Multiplicative;RobinHood;0.585;1.000;0.405;1.000;;;;;;;;;
Œredni;100000;25;Multiplicative;SeparateChain;2.794;0.000;3.460;1.000;;;;;;;;;
Œredni;100000;25;Multiplicative;TwoChoice;0.431;0.000;0.346;1.000;;;;;;;;;
Œredni;100000;25;XOR+Shift;Linear;0.476;1.000;0.281;1.000;;;;;;;;;
Œredni;100000;25;XOR+Shift;Quadratic;0.315;1.000;0.276;1.000;;;;;;;;;
Œredni;100000;25;XOR+Shift;RobinHood;0.443;1.000;0.274;1.000;;;;;;;;;
Œredni;100000;25;XOR+Shift;SeparateChain;1.075;0.000;0.607;1.000;;;;;;;;;
Œredni;100000;25;XOR+Shift;TwoChoice;0.368;0.000;0.385;1.000;;;;;;;;;
Œredni;100000;25;Universal;Linear;0.446;1.000;0.387;1.000;;;;;;;;;
Œredni;100000;25;Universal;Quadratic;0.437;1.000;0.393;1.000;;;;;;;;;
Œredni;100000;25;Universal;RobinHood;0.551;1.000;0.448;1.000;;;;;;;;;
Œredni;100000;25;Universal;SeparateChain;3.080;0.000;1.041;1.000;;;;;;;;;
Œredni;100000;25;Universal;TwoChoice;0.441;0.000;0.350;1.000;;;;;;;;;
Œredni;100000;50;Modular;Linear;0.692;1.000;0.541;1.000;;;;;;;;;
Œredni;100000;50;Modular;Quadratic;0.598;1.000;0.699;1.000;;;;;;;;;
Œredni;100000;50;Modular;RobinHood;0.651;1.000;0.543;1.000;;;;;;;;;
Œredni;100000;50;Modular;SeparateChain;2.846;0.000;0.950;1.000;;;;;;;;;
Œredni;100000;50;Modular;TwoChoice;0.615;0.000;0.603;1.000;;;;;;;;;
Œredni;100000;50;Multiplicative;Linear;0.647;1.003;0.565;1.003;;;;;;;;;
Œredni;100000;50;Multiplicative;Quadratic;1.287;1.003;0.837;1.003;;;;;;;;;
Œredni;100000;50;Multiplicative;RobinHood;1.147;1.003;0.846;1.003;;;;;;;;;
Œredni;100000;50;Multiplicative;SeparateChain;4.378;0.003;2.203;1.003;;;;;;;;;
Œredni;100000;50;Multiplicative;TwoChoice;0.991;0.001;1.021;1.004;;;;;;;;;
Œredni;100000;50;XOR+Shift;Linear;0.765;1.000;0.546;1.000;;;;;;;;;
Œredni;100000;50;XOR+Shift;Quadratic;0.584;1.000;0.569;1.000;;;;;;;;;
Œredni;100000;50;XOR+Shift;RobinHood;0.756;1.000;0.564;1.000;;;;;;;;;
Œredni;100000;50;XOR+Shift;SeparateChain;2.461;0.000;1.644;1.000;;;;;;;;;
Œredni;100000;50;XOR+Shift;TwoChoice;0.523;0.000;0.537;1.000;;;;;;;;;
Œredni;100000;50;Universal;Linear;1.273;1.054;0.796;1.054;;;;;;;;;
Œredni;100000;50;Universal;Quadratic;1.223;1.036;0.849;1.036;;;;;;;;;
Œredni;100000;50;Universal;RobinHood;1.397;1.054;0.747;1.054;;;;;;;;;
Œredni;100000;50;Universal;SeparateChain;3.184;0.018;1.962;1.018;;;;;;;;;
Œredni;100000;50;Universal;TwoChoice;1.582;0.026;1.448;1.027;;;;;;;;;
Œredni;100000;75;Modular;Linear;1.357;1.000;0.822;1.000;;;;;;;;;
Œredni;100000;75;Modular;Quadratic;0.880;1.000;0.874;1.000;;;;;;;;;
Œredni;100000;75;Modular;RobinHood;0.907;1.000;0.819;1.000;;;;;;;;;
Œredni;100000;75;Modular;SeparateChain;2.427;0.000;1.672;1.000;;;;;;;;;
Œredni;100000;75;Modular;TwoChoice;1.126;0.000;1.268;1.000;;;;;;;;;
Œredni;100000;75;Multiplicative;Linear;1.715;1.014;1.730;1.014;;;;;;;;;
Œredni;100000;75;Multiplicative;Quadratic;1.410;1.014;1.641;1.014;;;;;;;;;
Œredni;100000;75;Multiplicative;RobinHood;2.549;1.014;1.076;1.014;;;;;;;;;
Œredni;100000;75;Multiplicative;SeparateChain;5.855;0.014;3.003;1.014;;;;;;;;;
Œredni;100000;75;Multiplicative;TwoChoice;1.403;0.012;0.755;1.025;;;;;;;;;
Œredni;100000;75;XOR+Shift;Linear;1.326;1.000;0.876;1.000;;;;;;;;;
Œredni;100000;75;XOR+Shift;Quadratic;0.833;1.000;0.837;1.000;;;;;;;;;
Œredni;100000;75;XOR+Shift;RobinHood;0.991;1.000;0.828;1.000;;;;;;;;;
Œredni;100000;75;XOR+Shift;SeparateChain;3.236;0.000;1.594;1.000;;;;;;;;;
Œredni;100000;75;XOR+Shift;TwoChoice;1.143;0.000;1.161;1.000;;;;;;;;;
Œredni;100000;75;Universal;Linear;1.979;1.256;1.987;1.256;;;;;;;;;
Œredni;100000;75;Universal;Quadratic;1.372;1.237;1.270;1.237;;;;;;;;;
Œredni;100000;75;Universal;RobinHood;2.016;1.256;1.242;1.256;;;;;;;;;
Œredni;100000;75;Universal;SeparateChain;7.969;0.073;6.874;1.073;;;;;;;;;
Œredni;100000;75;Universal;TwoChoice;1.497;0.159;1.870;1.158;;;;;;;;;
Œredni;100000;90;Modular;Linear;1.059;1.000;0.996;1.000;;;;;;;;;
Œredni;100000;90;Modular;Quadratic;0.933;1.000;1.117;1.000;;;;;;;;;
Œredni;100000;90;Modular;RobinHood;1.515;1.000;0.996;1.000;;;;;;;;;
Œredni;100000;90;Modular;SeparateChain;5.903;0.000;3.205;1.000;;;;;;;;;
Œredni;100000;90;Modular;TwoChoice;1.755;0.000;1.408;1.000;;;;;;;;;
Œredni;100000;90;Multiplicative;Linear;2.300;1.164;1.549;1.164;;;;;;;;;
Œredni;100000;90;Multiplicative;Quadratic;2.544;3.161;2.483;3.161;;;;;;;;;
Œredni;100000;90;Multiplicative;RobinHood;2.436;1.164;1.526;1.164;;;;;;;;;
Œredni;100000;90;Multiplicative;SeparateChain;16.785;0.084;8.628;1.084;;;;;;;;;
Œredni;100000;90;Multiplicative;TwoChoice;1.885;0.241;2.299;1.170;;;;;;;;;
Œredni;100000;90;XOR+Shift;Linear;1.470;1.000;1.014;1.000;;;;;;;;;
Œredni;100000;90;XOR+Shift;Quadratic;0.965;1.000;1.146;1.000;;;;;;;;;
Œredni;100000;90;XOR+Shift;RobinHood;1.158;1.000;1.033;1.000;;;;;;;;;
Œredni;100000;90;XOR+Shift;SeparateChain;4.814;0.000;4.064;1.000;;;;;;;;;
Œredni;100000;90;XOR+Shift;TwoChoice;1.335;0.000;1.397;1.000;;;;;;;;;
Œredni;100000;90;Universal;Linear;1.836;1.554;1.806;1.554;;;;;;;;;
Œredni;100000;90;Universal;Quadratic;1.806;1.677;1.644;1.677;;;;;;;;;
Œredni;100000;90;Universal;RobinHood;3.322;1.554;1.727;1.554;;;;;;;;;
Œredni;100000;90;Universal;SeparateChain;9.873;0.091;10.100;1.091;;;;;;;;;
Œredni;100000;90;Universal;TwoChoice;2.091;0.680;2.840;1.256;;;;;;;;;
Œredni;100000;99;Modular;Linear;1.042;1.000;1.081;1.000;;;;;;;;;
Œredni;100000;99;Modular;Quadratic;1.189;1.000;1.205;1.000;;;;;;;;;
Œredni;100000;99;Modular;RobinHood;1.348;1.000;1.193;1.000;;;;;;;;;
Œredni;100000;99;Modular;SeparateChain;5.211;0.000;4.221;1.000;;;;;;;;;
Œredni;100000;99;Modular;TwoChoice;1.460;0.000;1.705;1.000;;;;;;;;;
Œredni;100000;99;Multiplicative;Linear;2.191;1.537;1.342;1.537;;;;;;;;;
Œredni;100000;99;Multiplicative;Quadratic;3.956;5.089;2.325;5.089;;;;;;;;;
Œredni;100000;99;Multiplicative;RobinHood;2.069;1.537;1.075;1.537;;;;;;;;;
Œredni;100000;99;Multiplicative;SeparateChain;8.765;0.117;4.167;1.117;;;;;;;;;
Œredni;100000;99;Multiplicative;TwoChoice;38.741;280.474;1.717;1.270;;;;;;;;;
Œredni;100000;99;XOR+Shift;Linear;1.707;1.000;0.735;1.000;;;;;;;;;
Œredni;100000;99;XOR+Shift;Quadratic;1.116;1.000;0.949;1.000;;;;;;;;;
Œredni;100000;99;XOR+Shift;RobinHood;0.904;1.000;0.767;1.000;;;;;;;;;
Œredni;100000;99;XOR+Shift;SeparateChain;3.410;0.000;2.131;1.000;;;;;;;;;
Œredni;100000;99;XOR+Shift;TwoChoice;1.228;0.000;1.272;1.000;;;;;;;;;
Œredni;100000;99;Universal;Linear;2.639;3.609;1.941;3.609;;;;;;;;;
Œredni;100000;99;Universal;Quadratic;2.551;3.161;1.706;3.161;;;;;;;;;
Œredni;100000;99;Universal;RobinHood;7.683;3.609;4.490;3.609;;;;;;;;;
Œredni;100000;99;Universal;SeparateChain;12.780;0.099;4.828;1.099;;;;;;;;;
Œredni;100000;99;Universal;TwoChoice;87.078;566.168;2.102;1.351;;;;;;;;;
Pesymistyczny;10000;25;Modular;Linear;5.282;1250.500;4.089;1250.500;;;;;;;;;
Pesymistyczny;10000;25;Modular;Quadratic;37.424;6107.970;35.040;6107.970;;;;;;;;;
Pesymistyczny;10000;25;Modular;RobinHood;32.315;1250.500;4.807;1250.500;;;;;;;;;
Pesymistyczny;10000;25;Modular;SeparateChain;10.173;1249.500;7.582;1250.500;;;;;;;;;
Pesymistyczny;10000;25;Modular;TwoChoice;7.482;947.430;0.075;2.870;;;;;;;;;
Pesymistyczny;10000;25;Multiplicative;Linear;0.093;2.504;0.077;2.504;;;;;;;;;
Pesymistyczny;10000;25;Multiplicative;Quadratic;0.083;1.787;0.077;1.787;;;;;;;;;
Pesymistyczny;10000;25;Multiplicative;RobinHood;0.251;2.504;0.104;2.504;;;;;;;;;
Pesymistyczny;10000;25;Multiplicative;SeparateChain;0.275;0.428;0.240;1.428;;;;;;;;;
Pesymistyczny;10000;25;Multiplicative;TwoChoice;0.107;1.028;0.096;1.695;;;;;;;;;
Pesymistyczny;10000;25;XOR+Shift;Linear;6.834;890.344;8.299;890.344;;;;;;;;;
Pesymistyczny;10000;25;XOR+Shift;Quadratic;0.609;27.192;0.412;27.192;;;;;;;;;
Pesymistyczny;10000;25;XOR+Shift;RobinHood;58.725;890.344;10.037;890.344;;;;;;;;;
Pesymistyczny;10000;25;XOR+Shift;SeparateChain;0.326;1.872;0.279;2.872;;;;;;;;;
Pesymistyczny;10000;25;XOR+Shift;TwoChoice;16.317;889.344;1.571;133.684;;;;;;;;;
Pesymistyczny;10000;25;Universal;Linear;0.068;1.000;0.061;1.000;;;;;;;;;
Pesymistyczny;10000;25;Universal;Quadratic;0.068;1.000;0.064;1.000;;;;;;;;;
Pesymistyczny;10000;25;Universal;RobinHood;0.099;1.000;0.091;1.000;;;;;;;;;
Pesymistyczny;10000;25;Universal;SeparateChain;0.244;0.000;0.201;1.000;;;;;;;;;
Pesymistyczny;10000;25;Universal;TwoChoice;0.076;0.000;0.081;1.000;;;;;;;;;
Pesymistyczny;10000;50;Modular;Linear;50.172;2500.500;44.039;2500.500;;;;;;;;;
Pesymistyczny;10000;50;Modular;Quadratic;269.399;8053.985;166.183;8053.985;;;;;;;;;
Pesymistyczny;10000;50;Modular;RobinHood;212.189;2500.500;48.114;2500.500;;;;;;;;;
Pesymistyczny;10000;50;Modular;SeparateChain;59.468;2499.500;39.119;2500.500;;;;;;;;;
Pesymistyczny;10000;50;Modular;TwoChoice;42.150;1879.656;0.144;2.867;;;;;;;;;
Pesymistyczny;10000;50;Multiplicative;Linear;0.172;4.265;0.171;4.265;;;;;;;;;
Pesymistyczny;10000;50;Multiplicative;Quadratic;0.129;2.217;0.122;2.217;;;;;;;;;
Pesymistyczny;10000;50;Multiplicative;RobinHood;0.523;4.265;0.188;4.265;;;;;;;;;
Pesymistyczny;10000;50;Multiplicative;SeparateChain;0.690;0.465;0.716;1.465;;;;;;;;;
Pesymistyczny;10000;50;Multiplicative;TwoChoice;0.372;9.774;0.182;1.824;;;;;;;;;
Pesymistyczny;10000;50;XOR+Shift;Linear;35.410;1777.995;24.399;1777.995;;;;;;;;;
Pesymistyczny;10000;50;XOR+Shift;Quadratic;0.969;37.925;0.765;37.925;;;;;;;;;
Pesymistyczny;10000;50;XOR+Shift;RobinHood;180.538;1777.995;45.215;1777.995;;;;;;;;;
Pesymistyczny;10000;50;XOR+Shift;SeparateChain;0.364;1.889;0.304;2.889;;;;;;;;;
Pesymistyczny;10000;50;XOR+Shift;TwoChoice;45.805;1776.995;4.251;289.801;;;;;;;;;
Pesymistyczny;10000;50;Universal;Linear;0.107;1.000;0.083;1.000;;;;;;;;;
Pesymistyczny;10000;50;Universal;Quadratic;0.104;1.000;0.088;1.000;;;;;;;;;
Pesymistyczny;10000;50;Universal;RobinHood;0.234;1.000;0.181;1.000;;;;;;;;;
Pesymistyczny;10000;50;Universal;SeparateChain;0.555;0.000;0.466;1.000;;;;;;;;;
Pesymistyczny;10000;50;Universal;TwoChoice;0.187;0.000;0.203;1.000;;;;;;;;;
Pesymistyczny;10000;75;Modular;Linear;119.671;3750.500;60.419;3750.500;;;;;;;;;
Pesymistyczny;10000;75;Modular;Quadratic;174.138;8702.657;174.631;8702.657;;;;;;;;;
Pesymistyczny;10000;75;Modular;RobinHood;283.195;3750.500;48.133;3750.500;;;;;;;;;
Pesymistyczny;10000;75;Modular;SeparateChain;74.971;3749.500;69.357;3750.500;;;;;;;;;
Pesymistyczny;10000;75;Modular;TwoChoice;34.559;2804.979;0.140;2.865;;;;;;;;;
Pesymistyczny;10000;75;Multiplicative;Linear;0.317;6.015;0.301;6.015;;;;;;;;;
Pesymistyczny;10000;75;Multiplicative;Quadratic;0.215;2.479;0.194;2.479;;;;;;;;;
Pesymistyczny;10000;75;Multiplicative;RobinHood;1.062;6.015;0.336;6.015;;;;;;;;;
Pesymistyczny;10000;75;Multiplicative;SeparateChain;0.669;0.476;0.516;1.476;;;;;;;;;
Pesymistyczny;10000;75;Multiplicative;TwoChoice;1.871;57.657;0.179;1.940;;;;;;;;;
Pesymistyczny;10000;75;XOR+Shift;Linear;33.198;2622.956;31.389;2622.956;;;;;;;;;
Pesymistyczny;10000;75;XOR+Shift;Quadratic;1.643;45.713;1.427;45.713;;;;;;;;;
Pesymistyczny;10000;75;XOR+Shift;RobinHood;220.072;2622.956;35.146;2622.956;;;;;;;;;
Pesymistyczny;10000;75;XOR+Shift;SeparateChain;0.373;1.966;0.300;2.966;;;;;;;;;
Pesymistyczny;10000;75;XOR+Shift;TwoChoice;39.261;2621.956;4.292;298.864;;;;;;;;;
Pesymistyczny;10000;75;Universal;Linear;0.145;1.087;0.132;1.087;;;;;;;;;
Pesymistyczny;10000;75;Universal;Quadratic;0.145;1.066;0.134;1.066;;;;;;;;;
